,zip,zip add,Lat,Lng
1391,97074,"97074, Germany",49.7801362,9.964734799999999
1392,66620,"66620, Germany",49.572906,6.9786696
1393,37120,"37120, Germany",51.5965363,9.8608658
1394,65933,"65933, Germany",50.0975161,8.5906678
1395,66578,"66578, Germany",49.36484240000001,7.1218974
1396,67591,"67591, Germany",49.6189708,8.2247439
1397,72510,"72510, Germany",48.1312524,9.0626573
1398,50389,"50389, Germany",50.8142569,6.9787209
1399,4315,"04315, Germany",51.34400309999999,12.4100607
1400,34621,"34621, Germany",50.9731159,9.3242903
1401,12355,"12355, Germany",52.40750329999999,13.4975639
1402,85461,"85461, Germany",48.3143436,11.9871237
1403,32760,"32760, Germany",51.9083032,8.8941812
1404,85464,"85464, Germany",48.2160595,11.8246279
1405,35327,"35327, Germany",50.57598549999999,9.1929129
1406,78262,"78262, Germany",47.6968535,8.7550533
1407,56477,"56477, Germany",50.62347579999999,8.0707732
1408,59174,"59174, Germany",51.5916471,7.6645865
1409,57645,"57645, Germany",50.675537,7.834824999999999
1410,89081,"89081, Germany",48.4365897,9.981001899999999
1411,97528,"97528, Germany",50.24072899999999,10.5623093
1412,86609,"86609, Germany",48.7294382,10.7681167
1413,18279,"18279, Germany",53.7602201,12.3872278
1414,33335,"33335, Germany",51.9199178,8.4495493
1415,66904,"66904, Germany",49.4321035,7.360223299999999
1416,9212,"09212, Germany",50.8676316,12.7159205
1417,58313,"58313, Germany",51.416693,7.427248199999998
1418,64846,"64846, Germany",49.872082,8.830075899999999
1419,8491,"08491, Germany",50.6135241,12.2451845
1420,45239,"45239, Germany",51.37889879999999,7.0145249
1421,9114,"09114, Germany",50.8681335,12.9121178
1422,31188,"31188, Germany",52.0861374,10.1242568
1423,13156,"13156, Germany",52.5818916,13.3981276
1424,93149,"93149, Germany",49.2150195,12.2351398
1425,18196,"18196, Germany",54.0137582,12.2158488
1426,15754,"15754, Germany",52.2958387,13.7901018
1427,39114,"39114, Germany",52.0883969,11.7068022
1428,78559,"78559, Germany",48.13995629999999,8.7582649
1429,60386,"60386, Germany",50.1240578,8.754575899999999
1430,76593,"76593, Germany",48.72401550000001,8.414246
1431,6237,"06237, Germany",51.3228697,12.0820163
1432,47495,"47495, Germany",51.55062119999999,6.6024164
1433,66459,"66459, Germany",49.2953432,7.2551307
1434,41539,"41539, Germany",51.0996802,6.8453187
1435,74831,"74831, Germany",49.29543940000001,9.183612199999999
1436,89558,"89558, Germany",48.6847998,9.933388599999999
1437,19243,"19243, Germany",53.5069254,11.0780068
1438,16818,"16818, Germany",52.9032564,12.7248597
1439,27374,"27374, Germany",52.98706,9.5293704
1440,16831,"16831, Germany",53.1122431,12.9005313
1441,85757,"85757, Germany",48.2317769,11.4621126
1442,57583,"57583, Germany",50.7002579,7.876482299999999
1443,26529,"26529, Germany",53.5057782,7.2607246
1444,53639,"53639, Germany",50.692446,7.2629186
1445,67487,"67487, Germany",49.3004123,8.1015511
1446,37688,"37688, Germany",51.66014,9.3466097
1447,89343,"89343, Germany",48.3939093,10.4578772
1448,25379,"25379, Germany",53.788432,9.4886465
1449,44309,"44309, Germany",51.5305901,7.5458916
1450,30900,"30900, Germany",52.5390729,9.722674099999999
1451,55606,"55606, Germany",49.7870139,7.492007999999999
1452,17139,"17139, Germany",53.7386783,12.766574
1453,23715,"23715, Germany",54.0965585,10.4972646
1454,44227,"44227, Germany",51.4646773,7.419828499999999
1455,16230,"16230, Germany",52.8795489,13.817101
1456,26427,"26427, Germany",53.6448738,7.607919799999999
1457,41189,"41189, Germany",51.1143829,6.401299499999999
1458,79426,"79426, Germany",47.8481045,7.6375906
1459,16909,"16909, Germany",53.12115009999999,12.5152596
1460,92439,"92439, Germany",49.3020018,12.2871558
1461,24803,"24803, Germany",54.304868,9.3131054
1462,87700,"87700, Germany",47.9773581,10.1763495
1463,50189,"50189, Germany",50.9222572,6.5595738
1464,78239,"78239, Germany",47.7282291,8.846174699999999
1465,27211,"27211, Germany",52.87542879999999,8.7339691
1466,54427,"54427, Germany",49.6342692,6.8235734
1467,38474,"38474, Germany",52.5787524,10.8695962
1468,38126,"38126, Germany",52.2346447,10.5665003
1469,23570,"23570, Germany",53.9600008,10.8535751
1470,91322,"91322, Germany",49.6446609,11.2467331
1471,56346,"56346, Germany",50.1922456,7.685738199999999
1472,23898,"23898, Germany",53.6982895,10.5266388
1473,70327,"70327, Germany",48.7758013,9.2529132
1474,38387,"38387, Germany",52.0915677,10.9263016
1475,75428,"75428, Germany",48.955636,8.9190838
1476,79585,"79585, Germany",47.6705954,7.742627400000001
1477,50937,"50937, Germany",50.9096296,6.9137713
1478,26180,"26180, Germany",53.2589924,8.2159441
1479,23948,"23948, Germany",53.9517172,11.1220442
1480,91325,"91325, Germany",49.7001619,10.9022429
1481,86438,"86438, Germany",48.3052339,10.9722805
1482,37671,"37671, Germany",51.7980896,9.3510271
1483,25794,"25794, Germany",54.2676572,9.2956373
1484,25813,"25813, Germany",54.45665200000001,9.0593285
1485,67808,"67808, Germany",49.6537623,7.873287899999999
1486,16321,"16321, Germany",52.6874845,13.5672765
1487,64546,"64546, Germany",49.980722,8.561487
1488,15910,"15910, Germany",51.9901384,13.7777914
1489,83365,"83365, Germany",47.91020349999999,12.5978173
1490,25587,"25587, Germany",53.8999557,9.5327497
1491,69168,"69168, Germany",49.2929847,8.6893085
1492,8393,"08393, Germany",50.8558726,12.4852348
1493,97243,"97243, Germany",49.5150605,10.0084449
1494,38259,"38259, Germany",52.0640206,10.3765154
1495,49626,"49626, Germany",52.603715,7.682897
1496,41515,"41515, Germany",51.08212109999999,6.603842999999999
1497,97859,"97859, Germany",50.02936,9.4306884
1498,34255,"34255, Germany",na,na
1499,12619,"12619, Germany",52.5242607,13.5906407
1500,27809,"27809, Germany",53.1623038,8.6151509
1501,55291,"55291, Germany",49.8716801,8.1426308
1502,61462,"61462, Germany",50.1900341,8.460134499999999
1503,46325,"46325, Germany",51.8441276,6.8572196
1504,18445,"18445, Germany",54.3712247,13.0231983
1505,97956,"97956, Germany",49.671024,9.6413783
1506,12489,"12489, Germany",52.4370179,13.5470509
1507,89367,"89367, Germany",48.34913969999999,10.29325
1508,8626,"08626, Germany",50.3453106,12.2426911
1509,75179,"75179, Germany",48.903762,8.6528701
1510,36367,"36367, Germany",50.61950119999999,9.4375505
1511,52078,"52078, Germany",50.7506567,6.1633895
1512,77955,"77955, Germany",48.2604661,7.856258899999999
1513,24960,"24960, Germany",54.8383175,9.5625865
1514,23714,"23714, Germany",54.1978327,10.5990462
1515,6895,"06895, Germany",51.8945794,12.8306253
1516,61138,"61138, Germany",50.1930667,8.800996999999999
1517,47269,"47269, Germany",51.35611189999999,6.775461399999999
1518,82110,"82110, Germany",48.13169389999999,11.3556855
1519,32609,"32609, Germany",52.2670048,8.669796
1520,76135,"76135, Germany",48.9922913,8.3831667
1521,26802,"26802, Germany",53.30760660000001,7.4800141
1522,30916,"30916, Germany",52.45293270000001,9.8519046
1523,25727,"25727, Germany",54.0499216,9.1951758
1524,63683,"63683, Germany",50.3560475,9.0791314
1525,21640,"21640, Germany",53.5089886,9.577979599999999
1526,53937,"53937, Germany",50.5625794,6.462810999999999
1527,24848,"24848, Germany",54.4005228,9.4997989
1528,12353,"12353, Germany",52.4228052,13.4574038
1529,39448,"39448, Germany",51.9872716,11.4275102
1530,6188,"06188, Germany",51.5324258,12.1155511
1531,45721,"45721, Germany",51.7810293,7.1847865
1532,83313,"83313, Germany",47.8073797,12.6648284
1533,90584,"90584, Germany",49.23571339999999,11.2342036
1534,48488,"48488, Germany",52.4137616,7.2956699
1535,65343,"65343, Germany",50.0467591,8.1117949
1536,42781,"42781, Germany",51.20579910000001,7.0042465
1537,99735,"99735, Germany",51.4711739,10.7422562
1538,78669,"78669, Germany",48.14711339999999,8.6993673
1539,83487,"83487, Germany",47.67961,13.0399083
1540,23881,"23881, Germany",53.60306079999999,10.6116549
1541,95497,"95497, Germany",50.0109155,11.7458739
1542,56564,"56564, Germany",50.43415150000001,7.476853
1543,1591,"01591, Germany",51.31704939999999,13.2520646
1544,25761,"25761, Germany",54.1645429,8.840743999999999
1545,66538,"66538, Germany",49.3409144,7.178725399999999
1546,54314,"54314, Germany",49.6011191,6.6874286
1547,41366,"41366, Germany",51.2113052,6.259379399999999
1548,44265,"44265, Germany",51.46400569999999,7.490747600000001
1549,31079,"31079, Germany",52.04112749999999,9.9131892
1550,73547,"73547, Germany",48.8072283,9.6704159
1551,80809,"80809, Germany",48.1800923,11.5497532
1552,90461,"90461, Germany",49.4269378,11.0904344
1553,86483,"86483, Germany",48.2420208,10.493365
1554,78078,"78078, Germany",48.1334483,8.513093399999999
1555,78087,"78087, Germany",48.1004126,8.4217978
1556,17237,"17237, Germany",53.35873489999999,13.2452262
1557,47647,"47647, Germany",51.456622,6.394248699999999
1558,66849,"66849, Germany",49.3981955,7.5602569
1559,1609,"01609, Germany",51.3890612,13.4140191
1560,14789,"14789, Germany",52.36808509999999,12.3394926
1561,67346,"67346, Germany",49.3272223,8.4352179
1562,14641,"14641, Germany",52.631423,12.8120194
1563,82335,"82335, Germany",47.9653783,11.3557027
1564,32107,"32107, Germany",52.0727509,8.693308799999999
1565,82065,"82065, Germany",48.01869139999999,11.4803158
1566,16868,"16868, Germany",52.9039874,12.4538844
1567,4874,"04874, Germany",51.482398,13.1255774
1568,39291,"39291, Germany",52.1425433,11.9549183
1569,39387,"39387, Germany",52.0181945,11.2196086
1570,23701,"23701, Germany",54.10457599999999,10.655405
1571,35325,"35325, Germany",50.62875409999999,9.059800899999999
1572,25541,"25541, Germany",53.9024485,9.1150565
1573,65623,"65623, Germany",50.2869543,8.0465489
1574,48527,"48527, Germany",52.43764669999999,7.048719999999999
1575,3149,"03149, Germany",51.7307002,14.5768168
1576,24806,"24806, Germany",54.2988223,9.5030243
1577,30559,"30559, Germany",52.3624123,9.841181599999999
1578,74544,"74544, Germany",49.068558,9.7673036
1579,50374,"50374, Germany",50.7948075,6.7774607
1580,74376,"74376, Germany",49.0266843,9.1592563
1581,24955,"24955, Germany",54.8008152,9.3861803
1582,82049,"82049, Germany",48.05745040000001,11.519143
1583,49828,"49828, Germany",52.5570076,7.0551536
1584,88696,"88696, Germany",47.8236549,9.1638459
1585,48341,"48341, Germany",52.0281781,7.482778599999999
1586,97980,"97980, Germany",49.4636557,9.7532256
1587,39326,"39326, Germany",52.2795833,11.624627
1588,31246,"31246, Germany",52.24153769999999,10.2471396
1589,42477,"42477, Germany",51.20943889999999,7.3720815
1590,54472,"54472, Germany",49.8912436,7.0732437
1591,24222,"24222, Germany",54.3023796,10.2146103
1592,58290,"58290, Germany",na,na
1593,66780,"66780, Germany",49.3687508,6.6283265
1594,67821,"67821, Germany",49.7294826,7.8171526
1595,86929,"86929, Germany",48.0894467,10.9144103
1596,28237,"28237, Germany",53.1317586,8.7069552
1597,48282,"48282, Germany",52.1749328,7.522652899999999
1598,24972,"24972, Germany",54.7545813,9.7605255
1599,86949,"86949, Germany",48.0580106,11.0322469
1600,84559,"84559, Germany",48.1847674,12.4313466
1601,26384,"26384, Germany",53.5323912,8.1261824
1602,51399,"51399, Germany",51.077714,7.124521
1603,63322,"63322, Germany",49.9779267,8.8047981
1604,26939,"26939, Germany",53.3420395,8.4191609
1605,16766,"16766, Germany",52.7838106,13.0079984
1606,51067,"51067, Germany",50.9649145,7.039602299999999
1607,73770,"73770, Germany",48.6897975,9.314527
1608,84140,"84140, Germany",48.4538516,12.566403
1609,25578,"25578, Germany",53.8782996,9.5312711
1610,86510,"86510, Germany",48.2904588,11.0434575
1611,78628,"78628, Germany",48.1634481,8.646821
1612,6779,"06779, Germany",51.7307327,12.2626359
1613,38820,"38820, Germany",51.8962146,11.0383935
1614,64405,"64405, Germany",49.7695787,8.813408899999999
1615,13086,"13086, Germany",52.554561,13.4466477
1616,93351,"93351, Germany",48.98752899999999,11.8160624
1617,85625,"85625, Germany",47.9717205,11.8882479
1618,25548,"25548, Germany",53.9651114,9.711490999999999
1619,61250,"61250, Germany",50.355224,8.5435534
1620,2779,"02779, Germany",50.8952121,14.6639858
1621,63073,"63073, Germany",50.0809432,8.810721899999999
1622,19217,"19217, Germany",53.7794357,11.0496685
1623,97833,"97833, Germany",50.0616125,9.384585
1624,24768,"24768, Germany",54.3063359,9.6429685
1625,90473,"90473, Germany",49.4005237,11.139112
1626,95697,"95697, Germany",49.9833469,11.9380675
1627,85049,"85049, Germany",48.7557151,11.3364793
1628,66879,"66879, Germany",49.45599680000001,7.5281781
1629,55232,"55232, Germany",49.7459852,8.0997494
1630,26683,"26683, Germany",53.0767864,7.702199499999999
1631,63628,"63628, Germany",50.267962,9.400187599999999
1632,72622,"72622, Germany",48.6134025,9.321327799999999
1633,24109,"24109, Germany",54.3171885,10.0477344
1634,53123,"53123, Germany",50.7138566,7.042035299999999
1635,31141,"31141, Germany",52.124735,9.9867859
1636,36399,"36399, Germany",50.4242265,9.4033164
1637,7548,"07548, Germany",50.88267829999999,12.034624
1638,19395,"19395, Germany",53.4333642,12.2534802
1639,25715,"25715, Germany",53.9499882,9.1386269
1640,71691,"71691, Germany",48.9331891,9.188515299999999
1641,66701,"66701, Germany",49.4327833,6.7559333
1642,27639,"27639, Germany",53.7543426,8.6037524
1643,82152,"82152, Germany",48.1073175,11.3983182
1644,67283,"67283, Germany",49.5924541,8.2054368
1645,24253,"24253, Germany",54.36348410000001,10.2919693
1646,14089,"14089, Germany",52.4741368,13.152334
1647,56759,"56759, Germany",50.2516571,7.0782815
1648,57368,"57368, Germany",51.1302557,8.0902631
1649,91611,"91611, Germany",49.3467235,10.4968512
1650,86692,"86692, Germany",48.6201239,10.9042154
1651,68535,"68535, Germany",49.4479388,8.6010372
1652,4668,"04668, Germany",51.21877420000001,12.7537203
1653,15732,"15732, Germany",52.3545968,13.5793821
1654,27777,"27777, Germany",53.0515645,8.5436228
1655,97996,"97996, Germany",49.3994633,9.919435199999999
1656,73733,"73733, Germany",48.7563127,9.2985401
1657,74629,"74629, Germany",49.1669819,9.506596499999999
1658,22587,"22587, Germany",53.5610383,9.796471499999999
1659,54578,"54578, Germany",50.3052241,6.6969321
1660,57439,"57439, Germany",51.1035104,7.866654599999999
1661,25596,"25596, Germany",54.02256730000001,9.3799367
1662,67256,"67256, Germany",49.5148903,8.2459318
1663,97799,"97799, Germany",50.2603966,9.6701597
1664,26757,"26757, Germany",53.587622,6.6704003
1665,35447,"35447, Germany",50.6022608,8.861908900000001
1666,31249,"31249, Germany",52.2621392,10.0731388
1667,26209,"26209, Germany",53.03490410000001,8.3216418
1668,31627,"31627, Germany",52.71287410000001,9.2380738
1669,55444,"55444, Germany",49.9607748,7.715748999999999
1670,50226,"50226, Germany",50.9089383,6.7920994
1671,32676,"32676, Germany",51.8898786,9.2689127
1672,39397,"39397, Germany",51.9419198,11.2324382
1673,94428,"94428, Germany",48.6317491,12.8536013
1674,55595,"55595, Germany",49.8638457,7.731759200000001
1675,82380,"82380, Germany",47.8143459,11.0663436
1676,37124,"37124, Germany",51.50510200000001,9.9016588
1677,46569,"46569, Germany",51.6361917,6.770239399999999
1678,39288,"39288, Germany",52.2978506,11.8716379
1679,55568,"55568, Germany",49.759844,7.670994799999999
1680,95460,"95460, Germany",50.0433513,11.6653144
1681,79592,"79592, Germany",47.64792970000001,7.600770799999999
1682,9465,"09465, Germany",50.4846763,12.9806115
1683,29358,"29358, Germany",52.5496165,10.1856033
1684,78333,"78333, Germany",47.8546927,9.024197899999999
1685,33397,"33397, Germany",51.7855342,8.3946686
1686,64625,"64625, Germany",49.6870434,8.628856400000002
1687,79238,"79238, Germany",47.9024406,7.763601899999999
1688,34327,"34327, Germany",51.1745318,9.523634099999999
1689,39446,"39446, Germany",51.8968149,11.5295392
1690,78098,"78098, Germany",48.1301719,8.2324024
1691,63075,"63075, Germany",50.1233861,8.7975247
1692,19249,"19249, Germany",53.3034651,11.0836914
1693,23619,"23619, Germany",53.8732858,10.5335427
1694,48151,"48151, Germany",51.9425363,7.6142282
1695,90766,"90766, Germany",49.4832225,10.9600774
1696,99869,"99869, Germany",50.8969049,10.7671937
1697,95188,"95188, Germany",50.3771342,11.7201882
1698,13503,"13503, Germany",52.61062459999999,13.2417857
1699,70771,"70771, Germany",48.6885983,9.141026499999999
1700,59889,"59889, Germany",51.2503677,8.1796804
1701,40670,"40670, Germany",51.2701556,6.6220978
1702,53809,"53809, Germany",50.8281024,7.4305514
1703,98667,"98667, Germany",50.5328464,10.8970029
1704,34128,"34128, Germany",51.3367949,9.438763
1705,14712,"14712, Germany",52.6076719,12.3264353
1706,85604,"85604, Germany",48.0840161,11.8234
1707,25718,"25718, Germany",54.01391289999999,8.8976689
1708,77749,"77749, Germany",48.420355,7.900701
1709,66955,"66955, Germany",49.1914331,7.601230500000001
1710,27412,"27412, Germany",53.2238984,9.0772927
1711,64839,"64839, Germany",49.9254834,8.859382199999999
1712,23847,"23847, Germany",53.7459271,10.4839676
1713,17194,"17194, Germany",53.582166,12.5099551
1714,82211,"82211, Germany",48.0088938,11.1756864
1715,65597,"65597, Germany",50.3204177,8.161762099999999
1716,74722,"74722, Germany",49.5241149,9.3250621
1717,63773,"63773, Germany",50.0112282,9.1740408
1718,35753,"35753, Germany",50.6059658,8.245615599999999
1719,49696,"49696, Germany",52.8886304,7.93397
1720,38173,"38173, Germany",52.2163365,10.6370701
1721,85072,"85072, Germany",48.89103050000001,11.2037016
1722,84130,"84130, Germany",48.6147725,12.4892238
1723,36179,"36179, Germany",50.96888020000001,9.7973766
1724,91341,"91341, Germany",49.6682394,10.9245571
1725,66450,"66450, Germany",49.3717962,7.2559256
1726,26723,"26723, Germany",53.3647296,7.1721227
1727,6179,"06179, Germany",51.4564641,11.8188107
1728,16225,"16225, Germany",52.8349072,13.7984409
1729,40764,"40764, Germany",51.118985,6.962567699999999
1730,52351,"52351, Germany",50.7943983,6.5101019
1731,4349,"04349, Germany",51.3800901,12.4347137
1732,36088,"36088, Germany",50.65627449999999,9.7514392
1733,38170,"38170, Germany",52.14356369999999,10.8005916
1734,58730,"58730, Germany",51.501482,7.748431
1735,63916,"63916, Germany",49.6379059,9.197413899999999
1736,29640,"29640, Germany",53.136959,9.818976
1737,91088,"91088, Germany",49.6281245,11.016205
1738,25774,"25774, Germany",54.327581,9.015958999999999
1739,95676,"95676, Germany",49.9036661,12.1756149
1740,81373,"81373, Germany",48.1214727,11.5322563
1741,56457,"56457, Germany",50.5684172,7.9619475
1742,26441,"26441, Germany",53.55525549999999,7.853026899999999
1743,25462,"25462, Germany",53.6405776,9.8592201
1744,47506,"47506, Germany",51.4479279,6.5514802
1745,33330,"33330, Germany",51.909671,8.369734900000001
1746,53909,"53909, Germany",50.6772512,6.6449966
1747,97705,"97705, Germany",50.267865,9.9933467
1748,79761,"79761, Germany",47.6533265,8.2721269
1749,67159,"67159, Germany",49.4474032,8.2229346
1750,9619,"09619, Germany",50.7612417,13.4192075
1751,67071,"67071, Germany",49.4765982,8.3508367
1752,25862,"25862, Germany",54.6721829,9.1323746
1753,64579,"64579, Germany",49.7569111,8.5195227
1754,75365,"75365, Germany",48.7215745,8.7177385
1755,57642,"57642, Germany",50.6312626,7.870066
1756,85077,"85077, Germany",48.7181511,11.5084121
1757,41239,"41239, Germany",51.1654923,6.4261842
1758,47447,"47447, Germany",51.4178535,6.6174545
1759,85540,"85540, Germany",48.1138009,11.7301734
1760,61267,"61267, Germany",50.2961543,8.498942099999999
1761,86919,"86919, Germany",48.0144822,11.067207
1762,67714,"67714, Germany",49.2888517,7.6702504
1763,63694,"63694, Germany",50.26429479999999,8.9890621
1764,78244,"78244, Germany",47.73574550000001,8.763499099999999
1765,55491,"55491, Germany",49.9098051,7.261243599999999
1766,26607,"26607, Germany",53.5211342,7.538827
1767,1896,"01896, Germany",51.1905921,14.0051025
1768,27755,"27755, Germany",53.0291368,8.638680400000002
1769,84106,"84106, Germany",48.60299879999999,11.8649504
1770,51789,"51789, Germany",51.02179899999999,7.349167299999999
1771,71144,"71144, Germany",48.6654418,9.1143327
1772,52159,"52159, Germany",50.6460356,6.2003238
1773,45964,"45964, Germany",51.575667,6.990365499999999
1774,16761,"16761, Germany",52.6422082,13.2029787
1775,13088,"13088, Germany",52.5593051,13.4761485
1776,49661,"49661, Germany",52.8502807,8.022647
1777,24977,"24977, Germany",54.79711649999999,9.63702
1778,24980,"24980, Germany",54.7584015,9.1841925
1779,40789,"40789, Germany",51.0966108,6.8974365
1780,86169,"86169, Germany",48.41769000000001,10.9046053
1781,67655,"67655, Germany",49.44282740000001,7.772926799999999
1782,25889,"25889, Germany",54.4158461,9.0150693
1783,26969,"26969, Germany",53.55717629999999,8.3063997
1784,18581,"18581, Germany",54.3502808,13.4767608
1785,7629,"07629, Germany",50.89461439999999,11.8594807
1786,12107,"12107, Germany",52.4334138,13.3906739
1787,53111,"53111, Germany",50.7419457,7.0950367
1788,74363,"74363, Germany",49.0701562,9.0003914
1789,59423,"59423, Germany",51.5314134,7.695548499999999
1790,60433,"60433, Germany",50.164545,8.6643252
1791,73441,"73441, Germany",48.8503587,10.3389886
1792,89607,"89607, Germany",48.2105247,9.6553446
1793,99189,"99189, Germany",51.0451572,10.9503104
1794,72827,"72827, Germany",48.5108538,9.1535604
1795,23795,"23795, Germany",53.92727480000001,10.2932676
1796,86846,"86846, Germany",na,na
1797,22844,"22844, Germany",53.7263514,10.0117748
1798,55124,"55124, Germany",50.0022253,8.1937267
1799,2763,"02763, Germany",50.9241386,14.7701227
1800,12524,"12524, Germany",52.4126625,13.5465149
1801,50181,"50181, Germany",51.0188788,6.5167885
1802,24537,"24537, Germany",54.08326330000001,9.945426699999999
1803,45897,"45897, Germany",51.5644796,7.0447171
1804,41063,"41063, Germany",51.2076921,6.4227663
1805,86637,"86637, Germany",48.5556478,10.6754352
1806,14552,"14552, Germany",52.30970689999999,13.0731063
1807,12349,"12349, Germany",52.427903,13.4149763
1808,77787,"77787, Germany",48.3977772,8.0793388
1809,4828,"04828, Germany",51.36439499999999,12.6883075
1810,60439,"60439, Germany",50.1563532,8.635263799999999
1811,54295,"54295, Germany",49.74104699999999,6.646099800000001
1812,74254,"74254, Germany",49.2439527,9.1637074
1813,46117,"46117, Germany",51.4962954,6.9033979
1814,86368,"86368, Germany",48.4261235,10.8160577
1815,25792,"25792, Germany",54.2416378,8.987234599999999
1816,38312,"38312, Germany",52.067141,10.57869
1817,36381,"36381, Germany",50.35155109999999,9.5231965
1818,95473,"95473, Germany",49.84445969999999,11.6246656
1819,24976,"24976, Germany",54.7459084,9.38824
1820,48317,"48317, Germany",51.7999168,7.7224294
1821,34123,"34123, Germany",51.3011458,9.5253672
1822,8258,"08258, Germany",50.3051377,12.3244969
1823,39444,"39444, Germany",51.8472326,11.5348352
1824,14169,"14169, Germany",52.44221169999999,13.26535
1825,13089,"13089, Germany",52.5686844,13.442009
1826,24837,"24837, Germany",54.5223028,9.566151399999999
1827,73776,"73776, Germany",48.7273427,9.381644399999999
1828,49584,"49584, Germany",52.5079082,7.670191999999999
1829,75015,"75015, Germany",49.0462944,8.7160376
1830,94081,"94081, Germany",48.5202547,13.3206921
1831,91187,"91187, Germany",49.1528763,11.0319832
1832,78652,"78652, Germany",48.1119514,8.599936699999999
1833,23863,"23863, Germany",53.7716337,10.1883628
1834,86679,"86679, Germany",48.6139887,10.8622491
1835,15831,"15831, Germany",52.3544004,13.3941651
1836,84524,"84524, Germany",48.2474473,12.7368692
1837,34281,"34281, Germany",51.178114,9.364220600000001
1838,95444,"95444, Germany",49.9425551,11.5744543
1839,90453,"90453, Germany",49.3757248,11.0346054
1840,47199,"47199, Germany",51.4988831,6.6767794
1841,55758,"55758, Germany",49.8124005,7.2552807
1842,90491,"90491, Germany",49.4681055,11.116973
1843,8280,"08280, Germany",50.5943135,12.7061804
1844,56598,"56598, Germany",50.49820829999999,7.36949
1845,93133,"93133, Germany",49.2401214,11.998728
1846,85579,"85579, Germany",48.0802815,11.6403738
1847,25996,"25996, Germany",54.9348957,8.3339336
1848,71126,"71126, Germany",48.5558483,8.837527500000002
1849,66892,"66892, Germany",49.4008793,7.4404873
1850,70190,"70190, Germany",48.78939769999999,9.1962771
1851,30890,"30890, Germany",52.34375350000001,9.4806112
1852,47798,"47798, Germany",51.3289104,6.5599075
1853,18375,"18375, Germany",54.4215774,12.5188818
1854,64560,"64560, Germany",49.8431788,8.4671693
1855,84571,"84571, Germany",48.28474139999999,12.7200453
1856,30966,"30966, Germany",52.2964253,9.7308342
1857,29416,"29416, Germany",52.7964329,11.3337223
1858,25336,"25336, Germany",53.7352962,9.659231
1859,4178,"04178, Germany",51.36048700000001,12.2821163
1860,52372,"52372, Germany",50.7380994,6.4905127
1861,14612,"14612, Germany",52.5696551,13.0751665
1862,21035,"21035, Germany",53.4873133,10.153583
1863,38444,"38444, Germany",52.3732323,10.7587399
1864,25879,"25879, Germany",54.34147309999999,9.195898
1865,39264,"39264, Germany",52.0033435,12.2206875
1866,4207,"04207, Germany",51.3109993,12.2705518
1867,63636,"63636, Germany",50.3023081,9.297065199999999
1868,4435,"04435, Germany",51.41283,12.2389121
1869,42369,"42369, Germany",51.22569739999999,7.195853599999999
1870,9306,"09306, Germany",51.0447384,12.7905483
1871,63743,"63743, Germany",49.9497024,9.1671894
1872,16303,"16303, Germany",53.0718571,14.2862796
1873,99986,"99986, Germany",51.16568789999999,10.4210416
1874,40468,"40468, Germany",51.26116409999999,6.778904700000001
1875,53567,"53567, Germany",50.6826354,7.4182818
1876,74921,"74921, Germany",49.31499849999999,9.0010152
1877,73660,"73660, Germany",48.8201039,9.5775729
1878,14554,"14554, Germany",52.2794628,13.0051422
1879,61273,"61273, Germany",50.3051535,8.5881122
1880,32052,"32052, Germany",52.0919704,8.6500658
1881,24589,"24589, Germany",54.1673132,9.851628300000002
1882,26810,"26810, Germany",53.1371972,7.4335036
1883,1814,"01814, Germany",50.8882817,14.1998701
1884,15749,"15749, Germany",52.2564798,13.5381874
1885,1773,"01773, Germany",50.7766262,13.7364624
1886,24247,"24247, Germany",54.2836577,10.0438337
1887,9573,"09573, Germany",50.8081717,13.104331
1888,23909,"23909, Germany",53.6982277,10.7717809
1889,29473,"29473, Germany",53.1204434,10.8760258
1890,12437,"12437, Germany",52.4609077,13.4815474
1891,45701,"45701, Germany",51.6061427,7.0991237
1892,64750,"64750, Germany",49.78854639999999,9.0752805
1893,72800,"72800, Germany",48.4757988,9.2759206
1894,37194,"37194, Germany",51.6446116,9.538498299999999
1895,64347,"64347, Germany",49.85767810000001,8.5501985
1896,59269,"59269, Germany",51.7667636,8.0569581
1897,54550,"54550, Germany",50.2009293,6.8017561
1898,25899,"25899, Germany",54.7562578,8.7450662
1899,64739,"64739, Germany",49.788729,8.982518899999999
1900,24992,"24992, Germany",54.6182015,9.2650325
1901,24887,"24887, Germany",54.5172474,9.3742136
1902,79100,"79100, Germany",47.9685863,7.8519788
1903,49201,"49201, Germany",52.1146282,8.1993258
1904,72584,"72584, Germany",48.5228624,9.4097174
1905,41747,"41747, Germany",51.2520558,6.380321299999999
1906,69126,"69126, Germany",49.3693394,8.693508099999999
1907,33034,"33034, Germany",51.7281977,9.1585552
1908,4600,"04600, Germany",50.9888921,12.429075
1909,89069,"89069, Germany",na,na
1910,91054,"91054, Germany",49.6024057,11.0069277
1911,25782,"25782, Germany",54.2190453,9.283467199999999
1912,71711,"71711, Germany",48.9766237,9.280336499999999
1913,71088,"71088, Germany",48.6427688,9.0176454
1914,55546,"55546, Germany",49.7999708,7.900349299999999
1915,3042,"03042, Germany",51.762366,14.3586935
1916,90451,"90451, Germany",49.40253569999999,11.0502709
1917,94227,"94227, Germany",49.0176942,13.237823
1918,89275,"89275, Germany",48.4473473,10.0882187
