,zip,zip add,Lat,Lng
3249,36251,"36251, Germany",50.880385,9.7058593
3250,85419,"85419, Germany",48.5148137,11.9057693
3251,38704,"38704, Germany",51.9968733,10.4090787
3252,16835,"16835, Germany",52.9669043,12.9850189
3253,6279,"06279, Germany",51.4295844,11.6107712
3254,47529,"47529, Germany",na,na
3255,93342,"93342, Germany",48.9006082,11.92672
3256,38678,"38678, Germany",51.8107272,10.3388971
3257,83454,"83454, Germany",47.8013487,12.8651896
3258,4463,"04463, Germany",51.237716,12.4831199
3259,84427,"84427, Germany",48.2167758,12.1330236
3260,17255,"17255, Germany",53.2269058,12.9692739
3261,65385,"65385, Germany",50.02822440000001,7.894320599999999
3262,29497,"29497, Germany",52.9540421,11.2181789
3263,78054,"78054, Germany",48.057861,8.521389
3264,84416,"84416, Germany",48.3493437,12.1296543
3265,26382,"26382, Germany",53.5221495,8.1113286
3266,67706,"67706, Germany",49.3629013,7.668886499999999
3267,12277,"12277, Germany",52.4107352,13.3756523
3268,17322,"17322, Germany",53.4989201,14.3043379
3269,17192,"17192, Germany",53.51458909999999,12.7304761
3270,75177,"75177, Germany",48.909902,8.705860399999999
3271,91074,"91074, Germany",49.5782416,10.8819032
3272,89551,"89551, Germany",48.7285526,10.1112206
3273,95158,"95158, Germany",50.1567587,11.9482344
3274,44141,"44141, Germany",51.5043716,7.501506399999999
3275,79862,"79862, Germany",47.7201968,8.169485
3276,70374,"70374, Germany",48.8096645,9.241519199999999
3277,25770,"25770, Germany",54.147245,9.0721702
3278,31812,"31812, Germany",51.9845094,9.2865902
3279,84503,"84503, Germany",48.2212358,12.7451952
3280,23747,"23747, Germany",54.22396699999999,11.0813041
3281,64753,"64753, Germany",49.7294135,8.9503604
3282,73431,"73431, Germany",48.825928,10.1004936
3283,87645,"87645, Germany",47.5778743,10.7382452
3284,48165,"48165, Germany",51.8943856,7.659392700000001
3285,76774,"76774, Germany",49.1246054,8.3436606
3286,9380,"09380, Germany",50.7054352,12.8445115
3287,6217,"06217, Germany",51.3548323,11.9791972
3288,66271,"66271, Germany",49.1542209,7.0688784
3289,74731,"74731, Germany",49.6220291,9.330765
3290,81476,"81476, Germany",48.0843392,11.4945444
3291,55270,"55270, Germany",49.9479376,8.1582778
3292,4839,"04839, Germany",na,na
3293,25724,"25724, Germany",53.91613299999999,9.0069875
3294,34317,"34317, Germany",51.3261263,9.310638899999999
3295,67823,"67823, Germany",49.7273073,7.771123800000001
3296,67466,"67466, Germany",49.3734018,8.0762658
3297,1623,"01623, Germany",51.2021198,13.2783877
3298,94431,"94431, Germany",48.6996899,12.6510907
3299,29493,"29493, Germany",53.0355843,11.5389395
3300,86668,"86668, Germany",48.6800629,11.2792896
3301,72135,"72135, Germany",48.5954925,9.104491399999999
3302,39340,"39340, Germany",52.2903751,11.4058738
3303,79276,"79276, Germany",48.0856572,7.817062999999999
3304,49448,"49448, Germany",52.4618011,8.3761471
3305,63911,"63911, Germany",49.7679621,9.1806167
3306,55424,"55424, Germany",49.941691,7.876486899999999
3307,54311,"54311, Germany",49.7594094,6.5569238
3308,76287,"76287, Germany",48.9692545,8.315900899999999
3309,65779,"65779, Germany",50.1559558,8.4300189
3310,45307,"45307, Germany",51.4636356,7.096337399999999
3311,18195,"18195, Germany",54.0282009,12.4636108
3312,47799,"47799, Germany",51.3385673,6.5754307
3313,82008,"82008, Germany",48.0650187,11.6175943
3314,29556,"29556, Germany",52.8988751,10.4422349
3315,54524,"54524, Germany",49.9024468,6.8760241
3316,85283,"85283, Germany",48.6049869,11.6222763
3317,86836,"86836, Germany",48.160781,10.8070378
3318,99885,"99885, Germany",50.8274189,10.734037
3319,14129,"14129, Germany",52.4307217,13.2005562
3320,15745,"15745, Germany",52.3170435,13.6223898
3321,79252,"79252, Germany",47.9922633,7.977944399999999
3322,66129,"66129, Germany",49.1838328,7.04195
3323,74865,"74865, Germany",49.3239102,9.1472328
3324,78736,"78736, Germany",48.2650763,8.6278898
3325,22159,"22159, Germany",53.6160317,10.118565
3326,34434,"34434, Germany",51.5910115,9.281188799999999
3327,55126,"55126, Germany",49.988094,8.1774007
3328,65835,"65835, Germany",50.1152835,8.4903658
3329,10407,"10407, Germany",52.5344541,13.456067
3330,49808,"49808, Germany",52.5534143,7.290909699999999
3331,84061,"84061, Germany",48.6845665,12.2215126
3332,40545,"40545, Germany",51.2284044,6.754373699999999
3333,94032,"94032, Germany",48.5718453,13.4607296
3334,73577,"73577, Germany",48.8826128,9.8149482
3335,84072,"84072, Germany",48.5555434,11.7086836
3336,28209,"28209, Germany",53.0864455,8.8336391
3337,59846,"59846, Germany",51.3064714,7.9785738
3338,23669,"23669, Germany",53.9774167,10.7830868
3339,49835,"49835, Germany",52.5048476,7.208462399999999
3340,49152,"49152, Germany",52.3404825,8.3955076
3341,2694,"02694, Germany",51.2663909,14.5133415
3342,90439,"90439, Germany",49.4422728,11.0452281
3343,31226,"31226, Germany",52.3197468,10.1525102
3344,94078,"94078, Germany",48.83937479999999,13.5575735
3345,56329,"56329, Germany",50.1481822,7.706032100000001
3346,21709,"21709, Germany",53.6164605,9.310404799999999
3347,8248,"08248, Germany",50.3933464,12.4781284
3348,53572,"53572, Germany",50.6026941,7.2525507
3349,3246,"03246, Germany",51.70969359999999,13.7845815
3350,32108,"32108, Germany",52.0853966,8.8101326
3351,85551,"85551, Germany",48.1826823,11.7457474
3352,68259,"68259, Germany",49.5018122,8.5656076
3353,85132,"85132, Germany",48.9047718,11.1067156
3354,79219,"79219, Germany",47.874764,7.7316989
3355,24601,"24601, Germany",54.1199264,10.2282012
3356,9322,"09322, Germany",50.938449,12.6975126
3357,59823,"59823, Germany",51.41812609999999,8.045328099999999
3358,82216,"82216, Germany",48.2283854,11.2435757
3359,83370,"83370, Germany",47.9758013,12.4611155
3360,82343,"82343, Germany",47.9664398,11.3000857
3361,36272,"36272, Germany",50.8003754,9.6051211
3362,89608,"89608, Germany",48.26589509999999,9.7804436
3363,65529,"65529, Germany",50.26496299999999,8.356950399999999
3364,75175,"75175, Germany",48.88593849999999,8.7208104
3365,17390,"17390, Germany",53.9341354,13.721204
3366,59602,"59602, Germany",51.528562,8.4272375
3367,21272,"21272, Germany",53.19490649999999,10.0632549
3368,83471,"83471, Germany",47.6332078,13.0517059
3369,33719,"33719, Germany",52.0199295,8.6134521
3370,91785,"91785, Germany",49.1152829,10.9977696
3371,73240,"73240, Germany",48.6683805,9.390932399999999
3372,34587,"34587, Germany",51.1435738,9.4505637
3373,79856,"79856, Germany",47.90554239999999,8.105768099999999
3374,35789,"35789, Germany",50.4296122,8.379703899999999
3375,65558,"65558, Germany",50.354902,8.0486556
3376,73486,"73486, Germany",48.9697191,9.9684748
3377,91601,"91601, Germany",49.2572361,10.2968203
3378,81549,"81549, Germany",48.09654099999999,11.6042884
3379,79279,"79279, Germany",48.0693186,7.837056599999999
3380,19406,"19406, Germany",53.692225,11.8693216
3381,88287,"88287, Germany",47.738349,9.6551536
3382,69517,"69517, Germany",49.529482,8.743222000000001
3383,26897,"26897, Germany",52.9927537,7.6329914
3384,91792,"91792, Germany",49.0609847,10.9718753
3385,54451,"54451, Germany",49.6038825,6.5937094
3386,27572,"27572, Germany",53.5055175,8.5985581
3387,93483,"93483, Germany",49.2367587,12.5554758
3388,64397,"64397, Germany",49.7597762,8.7561892
3389,52355,"52355, Germany",50.7821519,6.4487859
3390,73489,"73489, Germany",49.0300234,10.0982292
3391,93352,"93352, Germany",48.7682054,11.9690494
3392,12309,"12309, Germany",52.3900914,13.416552
3393,35091,"35091, Germany",50.8510281,8.782381599999999
3394,46519,"46519, Germany",51.5996924,6.4805701
3395,74924,"74924, Germany",49.29381490000001,8.964847899999999
3396,85119,"85119, Germany",48.73238449999999,11.5761534
3397,36041,"36041, Germany",50.5409944,9.6291131
3398,17087,"17087, Germany",53.68933939999999,13.2437058
3399,8209,"08209, Germany",50.4823022,12.4322236
3400,4275,"04275, Germany",51.3216185,12.3706068
3401,16244,"16244, Germany",52.8499191,13.6828706
3402,8427,"08427, Germany",50.7007725,12.3576756
3403,45896,"45896, Germany",51.6109446,7.019461
3404,85135,"85135, Germany",48.9917423,11.2171985
3405,4895,"04895, Germany",51.5923731,13.2279272
3406,94333,"94333, Germany",48.8290596,12.3939088
3407,96178,"96178, Germany",49.7699363,10.8203244
3408,38642,"38642, Germany",51.9140422,10.4680542
3409,73760,"73760, Germany",48.7145823,9.258490799999999
3410,77709,"77709, Germany",48.322439,8.258032199999999
3411,67816,"67816, Germany",49.5938741,7.998005200000001
3412,32120,"32120, Germany",52.1624101,8.636922799999999
3413,6408,"06408, Germany",51.8019786,11.6685635
3414,84174,"84174, Germany",48.4791833,12.0515476
3415,39596,"39596, Germany",52.727602,11.9501613
3416,97475,"97475, Germany",50.0114938,10.592196
3417,79837,"79837, Germany",47.7642052,8.1088955
3418,98553,"98553, Germany",50.5367454,10.7450312
3419,30167,"30167, Germany",52.3863062,9.7156831
3420,8606,"08606, Germany",50.3625638,12.0797301
3421,37434,"37434, Germany",51.607631,10.2202484
3422,72348,"72348, Germany",48.2791195,8.7073763
3423,6847,"06847, Germany",51.8040542,12.1766264
3424,51147,"51147, Germany",50.8681948,7.123898499999999
3425,64354,"64354, Germany",49.8363828,8.832841199999999
3426,6493,"06493, Germany",51.6422468,11.1251675
3427,56753,"56753, Germany",50.2531155,7.3052432
3428,73061,"73061, Germany",48.71920249999999,9.511021099999999
3429,25999,"25999, Germany",54.9566034,8.3457119
3430,93346,"93346, Germany",48.9345588,11.8667835
3431,4177,"04177, Germany",51.3413425,12.3354318
3432,97291,"97291, Germany",49.8726985,9.8497412
3433,15913,"15913, Germany",51.912884,14.1237623
3434,67677,"67677, Germany",49.4931066,7.8988499
3435,66903,"66903, Germany",49.4421078,7.319750199999999
3436,22391,"22391, Germany",53.6414254,10.0808253
3437,72658,"72658, Germany",48.572032,9.2682129
3438,71522,"71522, Germany",48.9489037,9.433109
3439,4575,"04575, Germany",51.1499858,12.4104895
3440,72119,"72119, Germany",48.5605033,8.9722941
3441,84180,"84180, Germany",48.6187325,12.4289924
3442,13055,"13055, Germany",52.5383115,13.4986372
3443,83024,"83024, Germany",47.8641011,12.0996641
3444,1640,"01640, Germany",51.131589,13.5638128
3445,4924,"04924, Germany",51.53215369999999,13.3789452
3446,24620,"24620, Germany",54.0710273,10.0393924
3447,54498,"54498, Germany",49.869026,6.9187379
3448,57577,"57577, Germany",50.7653694,7.6721067
3449,66793,"66793, Germany",49.3558071,6.849967400000001
3450,59227,"59227, Germany",51.7891354,7.8843043
3451,24796,"24796, Germany",54.32864009999999,9.8434496
3452,57635,"57635, Germany",50.7170041,7.5330801
3453,76228,"76228, Germany",48.95741659999999,8.477841699999999
3454,49504,"49504, Germany",52.3138428,7.9304875
3455,14979,"14979, Germany",52.3687324,13.3165257
3456,29323,"29323, Germany",52.6483673,9.8346463
3457,35716,"35716, Germany",50.8342695,8.3098821
3458,78476,"78476, Germany",47.7147032,9.0691908
3459,33039,"33039, Germany",51.8055268,9.1173323
3460,47279,"47279, Germany",51.38652219999999,6.7961943
3461,67822,"67822, Germany",49.7416062,7.865678699999999
3462,1157,"01157, Germany",51.06341339999999,13.6678312
3463,1587,"01587, Germany",51.3037968,13.2670518
3464,65582,"65582, Germany",50.37753739999999,8.013231
3465,80933,"80933, Germany",48.21327669999999,11.5563264
3466,88524,"88524, Germany",48.1488836,9.614578
3467,38458,"38458, Germany",52.403492,10.9553188
3468,77960,"77960, Germany",48.29477920000001,7.9399276
3469,21514,"21514, Germany",53.4793173,10.6159637
3470,74245,"74245, Germany",49.1003706,9.386337600000001
3471,52224,"52224, Germany",50.7287236,6.2811789
3472,40885,"40885, Germany",51.3411368,6.851654
3473,24259,"24259, Germany",54.2736156,9.895094499999999
3474,33659,"33659, Germany",51.9576538,8.5170368
3475,96151,"96151, Germany",50.0216686,10.7329268
3476,75045,"75045, Germany",49.0140976,8.6035916
3477,16567,"16567, Germany",52.6623886,13.3602062
3478,9669,"09669, Germany",50.91810400000001,13.0685643
3479,9638,"09638, Germany",50.8443096,13.4059465
3480,72469,"72469, Germany",48.1623543,8.9218397
3481,25840,"25840, Germany",54.3898494,9.0673506
3482,24364,"24364, Germany",54.5602301,9.9039082
3483,15306,"15306, Germany",52.494295,14.3604171
3484,92331,"92331, Germany",49.1550979,11.7303143
3485,52459,"52459, Germany",50.84660909999999,6.3578351
3486,78357,"78357, Germany",47.91493550000001,9.0184863
3487,85114,"85114, Germany",48.8165476,11.2875148
3488,78467,"78467, Germany",47.6807013,9.1486795
3489,29471,"29471, Germany",53.02493750000001,11.4506942
3490,89269,"89269, Germany",48.2866738,10.0822918
3491,89613,"89613, Germany",48.1859021,9.692464099999999
3492,71364,"71364, Germany",48.8697946,9.4066135
3493,82140,"82140, Germany",48.2128791,11.3490674
3494,54649,"54649, Germany",50.0851305,6.385390800000001
3495,98673,"98673, Germany",50.4232162,10.9078593
3496,65191,"65191, Germany",50.08971409999999,8.271906999999999
3497,61381,"61381, Germany",50.260667,8.6276263
3498,55262,"55262, Germany",49.9946067,8.113147699999999
3499,69234,"69234, Germany",49.2817586,8.769898399999999
3500,24966,"24966, Germany",54.7303767,9.6640944
3501,16833,"16833, Germany",52.7619081,12.8119414
3502,96215,"96215, Germany",50.1738979,11.0475145
3503,76865,"76865, Germany",49.1583011,8.1463158
3504,88422,"88422, Germany",48.0618455,9.6079482
3505,56132,"56132, Germany",50.316119,7.693621899999998
3506,8451,"08451, Germany",50.8073347,12.3475959
3507,97082,"97082, Germany",49.7646014,9.905533799999999
3508,21702,"21702, Germany",53.38602760000001,9.4317006
3509,36304,"36304, Germany",50.74770969999999,9.275865
3510,21266,"21266, Germany",53.30690209999999,9.953826099999999
3511,18347,"18347, Germany",54.2739533,12.3374709
3512,40227,"40227, Germany",51.2153849,6.7975715
3513,28219,"28219, Germany",53.1041886,8.7854239
3514,95126,"95126, Germany",50.2023348,11.9114913
3515,13158,"13158, Germany",52.5917165,13.3835886
3516,6766,"06766, Germany",51.6694163,12.235267
3517,23970,"23970, Germany",53.8929961,11.4995043
3518,16306,"16306, Germany",53.2112456,14.209468
3519,67806,"67806, Germany",49.626978,7.8143697
3520,44359,"44359, Germany",51.56844539999999,7.383803599999999
3521,35516,"35516, Germany",50.4600286,8.7430334
3522,31621,"31621, Germany",52.6424798,9.027163999999999
3523,21369,"21369, Germany",53.167823,10.834504
3524,89281,"89281, Germany",48.1598956,10.1140711
3525,63639,"63639, Germany",50.1157431,9.4834175
3526,90616,"90616, Germany",49.45672339999999,10.6432642
3527,37130,"37130, Germany",51.4814476,10.088507
3528,57589,"57589, Germany",50.7583154,7.6461652
3529,49809,"49809, Germany",52.5121171,7.327778299999999
3530,21256,"21256, Germany",53.254285,9.8464909
3531,7389,"07389, Germany",50.6620052,11.5675723
3532,58640,"58640, Germany",51.421991,7.67204
3533,81925,"81925, Germany",48.1626868,11.6217484
3534,73732,"73732, Germany",48.7588152,9.337388299999999
3535,46238,"46238, Germany",51.5139806,6.9614341
3536,67577,"67577, Germany",49.7656578,8.340247399999999
3537,33100,"33100, Germany",51.7212792,8.834156199999999
3538,23996,"23996, Germany",53.7905794,11.4282001
3539,38302,"38302, Germany",52.175862,10.564643
3540,99837,"99837, Germany",50.9297773,10.1121563
3541,85276,"85276, Germany",48.5569545,11.4956969
3542,58636,"58636, Germany",51.38115440000001,7.716816899999999
3543,92286,"92286, Germany",49.307416,11.9452562
3544,4779,"04779, Germany",51.3214185,12.9791264
3545,34576,"34576, Germany",51.0296943,9.425673399999999
3546,42855,"42855, Germany",51.19382969999999,7.200955899999999
3547,55437,"55437, Germany",49.9303254,8.032921
3548,70825,"70825, Germany",48.8491293,9.096806299999999
3549,49124,"49124, Germany",52.20157649999999,8.0868071
3550,10365,"10365, Germany",52.5190891,13.4949508
3551,78234,"78234, Germany",47.8541567,8.7754555
3552,51103,"51103, Germany",50.9402993,7.0136077
3553,28259,"28259, Germany",53.0528943,8.7410645
3554,8112,"08112, Germany",50.6725499,12.511863
3555,74405,"74405, Germany",49.0004362,9.7894025
3556,96250,"96250, Germany",50.0674141,10.9639477
3557,73098,"73098, Germany",48.7308339,9.6441724
3558,72406,"72406, Germany",48.3012826,8.9406305
3559,25878,"25878, Germany",54.3661162,9.1640261
3560,95643,"95643, Germany",49.877961,12.3187354
3561,96238,"96238, Germany",na,na
3562,56075,"56075, Germany",50.3143821,7.5623594
3563,86925,"86925, Germany",47.9343314,10.8270385
3564,65594,"65594, Germany",50.42409019999999,8.1655733
3565,73278,"73278, Germany",48.6722832,9.5273927
3566,89340,"89340, Germany",48.4579893,10.1956765
3567,31785,"31785, Germany",52.1037614,9.3661014
3568,41066,"41066, Germany",51.2262928,6.4665644
3569,26123,"26123, Germany",53.1522347,8.230832699999999
3570,56428,"56428, Germany",50.456502,7.7872603
3571,4523,"04523, Germany",51.1677678,12.247835
3572,15758,"15758, Germany",na,na
3573,61350,"61350, Germany",50.2497872,8.564478
3574,55234,"55234, Germany",49.702102,8.1388956
3575,91353,"91353, Germany",49.68934120000001,11.0318897
3576,90602,"90602, Germany",49.2923783,11.2841013
3577,71277,"71277, Germany",48.8114796,8.9308473
3578,97209,"97209, Germany",49.8381246,9.8912879
3579,88316,"88316, Germany",47.7087842,10.0546144
3580,88271,"88271, Germany",47.8620121,9.426842299999999
3581,74613,"74613, Germany",49.20671549999999,9.520057200000002
3582,37197,"37197, Germany",51.650608,10.2365006
3583,59077,"59077, Germany",51.6505301,7.7355149
3584,95485,"95485, Germany",49.9946577,11.7782127
3585,41517,"41517, Germany",51.04627319999999,6.588794
3586,85232,"85232, Germany",48.2486732,11.3437838
3587,91257,"91257, Germany",49.76279539999999,11.5310637
3588,14669,"14669, Germany",52.5098925,12.8314751
3589,27432,"27432, Germany",53.4980712,9.1134911
3590,21354,"21354, Germany",53.324568,10.6695675
3591,21379,"21379, Germany",53.293462,10.5080729
3592,28307,"28307, Germany",53.0385916,8.939150399999999
3593,18442,"18442, Germany",54.3005199,12.9285887
3594,96161,"96161, Germany",50.0339394,10.7960097
3595,85238,"85238, Germany",48.41123349999999,11.4715161
3596,95326,"95326, Germany",50.1259779,11.4311357
3597,47509,"47509, Germany",51.4523038,6.472825599999999
3598,51467,"51467, Germany",51.0139761,7.079237399999999
3599,28325,"28325, Germany",53.0647975,8.9466168
3600,1904,"01904, Germany",51.09696959999999,14.3066911
3601,79206,"79206, Germany",48.0167718,7.6180425
3602,9579,"09579, Germany",50.7727755,13.1826447
3603,9468,"09468, Germany",50.6244455,12.9084058
3604,18299,"18299, Germany",53.9080728,12.3444359
3605,85777,"85777, Germany",48.3690906,11.5514582
3606,88361,"88361, Germany",47.93355709999999,9.5263469
3607,24805,"24805, Germany",54.2256063,9.5184874
3608,46049,"46049, Germany",51.4689468,6.829739099999999
3609,68167,"68167, Germany",49.4985401,8.488693999999999
3610,55246,"55246, Germany",50.0077996,8.3001304
3611,40470,"40470, Germany",51.2568594,6.8077057
3612,25337,"25337, Germany",53.75073020000001,9.7178209
3613,72631,"72631, Germany",48.62489739999999,9.241857399999999
3614,73054,"73054, Germany",48.7023247,9.7120357
3615,50997,"50997, Germany",50.8585477,6.9372374
3616,94034,"94034, Germany",48.5882961,13.4832977
3617,40668,"40668, Germany",51.308706,6.6842969
3618,67098,"67098, Germany",49.4590591,8.0944799
3619,10713,"10713, Germany",52.4868693,13.3137346
3620,25485,"25485, Germany",53.7729826,9.8469265
3621,21635,"21635, Germany",53.52754230000001,9.705567799999999
3622,32683,"32683, Germany",51.9975391,9.1208499
3623,77886,"77886, Germany",48.637519,8.1433338
3624,71384,"71384, Germany",48.8105304,9.3868206
3625,17098,"17098, Germany",53.6757323,13.5575522
3626,95339,"95339, Germany",50.0940799,11.5837663
3627,93426,"93426, Germany",49.1948314,12.5158691
3628,89428,"89428, Germany",48.65705620000001,10.2876947
3629,50996,"50996, Germany",50.8815995,6.9889986
3630,68542,"68542, Germany",49.5190194,8.609835
3631,21441,"21441, Germany",53.28722,10.1652221
3632,86415,"86415, Germany",48.2669806,11.0031575
3633,89614,"89614, Germany",48.2856071,9.805823499999999
3634,9131,"09131, Germany",50.8645071,12.9569475
3635,12247,"12247, Germany",52.4395116,13.3433743
3636,55543,"55543, Germany",49.8287175,7.870710000000001
3637,76359,"76359, Germany",48.8428504,8.449787200000001
3638,31162,"31162, Germany",52.0726077,10.0327076
3639,54413,"54413, Germany",49.7260924,6.915858000000001
3640,45699,"45699, Germany",51.58688,7.1548905
3641,44369,"44369, Germany",51.53538940000001,7.409122199999999
3642,74214,"74214, Germany",49.3481119,9.5418218
3643,8468,"08468, Germany",50.6203648,12.3217972
3644,3185,"03185, Germany",51.8574378,14.4127622
3645,87746,"87746, Germany",48.0415038,10.3534815
3646,38319,"38319, Germany",52.1135969,10.6753708
3647,67678,"67678, Germany",49.4818987,7.8380878
3648,97355,"97355, Germany",49.7534701,10.3254764
3649,78554,"78554, Germany",48.09573779999999,8.6821991
3650,94419,"94419, Germany",48.5588345,12.6272508
3651,90469,"90469, Germany",49.4059909,11.0873936
3652,49170,"49170, Germany",52.1938107,7.9657652
3653,25486,"25486, Germany",53.7897145,9.9147678
3654,37696,"37696, Germany",51.8182984,9.2307887
3655,98593,"98593, Germany",50.7621675,10.4751089
3656,67165,"67165, Germany",49.3981751,8.4436247
3657,85402,"85402, Germany",48.40600449999999,11.6166454
3658,46562,"46562, Germany",51.6005212,6.6544111
3659,25832,"25832, Germany",54.3149337,8.8902099
3660,48268,"48268, Germany",52.0918867,7.652041299999999
3661,86735,"86735, Germany",48.7578305,10.4625341
3662,87757,"87757, Germany",48.1729361,10.4737053
3663,73460,"73460, Germany",48.8924135,10.1005875
3664,79108,"79108, Germany",48.0430053,7.820593199999999
3665,69242,"69242, Germany",49.2437795,8.7322145
3666,96049,"96049, Germany",49.8729118,10.8808637
3667,96132,"96132, Germany",49.7671541,10.6286769
3668,56170,"56170, Germany",50.4423663,7.590468400000001
3669,99830,"99830, Germany",51.1259667,10.2190912
3670,4643,"04643, Germany",51.0550708,12.6859531
3671,89349,"89349, Germany",48.33953289999999,10.4482412
3672,69493,"69493, Germany",49.5085013,8.6556961
3673,41068,"41068, Germany",51.1987421,6.394406699999999
3674,8485,"08485, Germany",50.5693132,12.3661079
3675,66763,"66763, Germany",49.3630559,6.726753200000001
3676,13507,"13507, Germany",52.57472929999999,13.2706899
3677,89547,"89547, Germany",48.6325613,10.050754
3678,23730,"23730, Germany",54.133637,10.8225089
3679,1619,"01619, Germany",51.356403,13.3251086
3680,94145,"94145, Germany",48.8255232,13.7767658
3681,56073,"56073, Germany",50.3481531,7.5616813
3682,29369,"29369, Germany",52.5968186,10.4325066
3683,38110,"38110, Germany",52.32811510000001,10.5115734
3684,3096,"03096, Germany",51.81359459999999,14.1853973
3685,84566,"84566, Germany",na,na
3686,36433,"36433, Germany",50.82264929999999,10.254024
3687,83233,"83233, Germany",47.81905810000001,12.3776985
3688,72411,"72411, Germany",48.39935209999999,8.9717548
3689,55768,"55768, Germany",49.6147813,7.188547099999999
3690,31036,"31036, Germany",52.0727154,9.723099099999999
3691,22964,"22964, Germany",53.70671040000001,10.3850525
3692,33442,"33442, Germany",51.8937329,8.2188923
3693,53533,"53533, Germany",50.4146093,6.8076975
3694,38300,"38300, Germany",52.1492943,10.5617114
3695,40477,"40477, Germany",51.2384606,6.7849768
3696,29693,"29693, Germany",52.7627702,9.5833193
3697,72829,"72829, Germany",48.3872083,9.2905465
3698,18356,"18356, Germany",54.3540104,12.6324985
3699,53121,"53121, Germany",50.73363089999999,7.060132899999999
3700,19075,"19075, Germany",53.5345015,11.3511167
3701,85586,"85586, Germany",48.1664523,11.8051563
3702,53949,"53949, Germany",50.3863587,6.5464093
3703,38179,"38179, Germany",52.34236629999999,10.4456941
3704,2977,"02977, Germany",51.424958,14.1861706
3705,73529,"73529, Germany",48.7899913,9.8723672
3706,6333,"06333, Germany",51.66226899999999,11.4680169
3707,22559,"22559, Germany",53.5830905,9.753759800000001
3708,63864,"63864, Germany",50.0061946,9.1472145
3709,74850,"74850, Germany",49.4025669,9.2783801
3710,92557,"92557, Germany",49.4827392,12.5690619
3711,79790,"79790, Germany",47.5952171,8.3222075
3712,84539,"84539, Germany",48.2582056,12.4116939
3713,4316,"04316, Germany",51.32453959999999,12.4533516
3714,88718,"88718, Germany",47.7108211,9.2696755
3715,27245,"27245, Germany",52.56801960000001,8.8082741
3716,39126,"39126, Germany",52.1780656,11.666794
3717,53125,"53125, Germany",50.6625196,7.0716236
3718,45257,"45257, Germany",51.3830398,7.0818561
3719,7619,"07619, Germany",51.0416695,11.8218135
3720,71672,"71672, Germany",48.9370133,9.2672764
3721,74595,"74595, Germany",49.2543724,9.8590021
3722,72654,"72654, Germany",48.5845245,9.2414082
3723,69257,"69257, Germany",49.3596933,8.8202189
3724,42551,"42551, Germany",51.3501692,7.0540533
3725,39638,"39638, Germany",52.5386734,11.4050865
3726,81475,"81475, Germany",48.0915079,11.480529
3727,67069,"67069, Germany",49.5249092,8.3910962
3728,73479,"73479, Germany",48.9671719,10.1711494
3729,63697,"63697, Germany",50.3903348,9.1350512
3730,36163,"36163, Germany",50.4982646,9.8877919
3731,38477,"38477, Germany",52.5000834,10.7637591
3732,14621,"14621, Germany",52.6002083,13.1341601
3733,81929,"81929, Germany",48.16153569999999,11.6575866
3734,16550,"16550, Germany",44.892895,-93.94380199999999
3735,35625,"35625, Germany",50.5174295,8.585281799999999
3736,48529,"48529, Germany",52.4003033,7.0773237
3737,31185,"31185, Germany",52.2083557,10.1984322
3738,48361,"48361, Germany",51.922176,8.116246
3739,9569,"09569, Germany",50.8736601,13.1795546
3740,36469,"36469, Germany",50.8401405,10.1654007
3741,66999,"66999, Germany",49.1942056,7.756840100000001
3742,17392,"17392, Germany",53.7627547,13.5693771
3743,97447,"97447, Germany",49.8983042,10.3248561
3744,64297,"64297, Germany",49.8243483,8.651518
3745,31157,"31157, Germany",52.2395766,9.833335199999999
3746,78052,"78052, Germany",48.0410653,8.4109794
3747,99091,"99091, Germany",51.0207253,10.9895352
3748,59320,"59320, Germany",51.8538375,8.0270417
3749,99974,"99974, Germany",51.2374356,10.4511186
3750,53628,"53628, Germany",na,na
3751,24329,"24329, Germany",54.198085,10.4936635
3752,6347,"06347, Germany",51.6333491,11.6249486
3753,24894,"24894, Germany",54.5794855,9.6395998
3754,74842,"74842, Germany",49.3422183,9.2381485
3755,90619,"90619, Germany",49.4678529,10.5760029
3756,12527,"12527, Germany",52.3921615,13.629115
3757,84164,"84164, Germany",48.6758459,12.489297
3758,67697,"67697, Germany",49.49995,7.798324099999999
3759,63867,"63867, Germany",50.0259948,9.134475499999999
3760,94548,"94548, Germany",48.8514411,13.2762786
3761,86911,"86911, Germany",47.96254930000001,11.08577
3762,63263,"63263, Germany",50.0521661,8.695244599999999
3763,48167,"48167, Germany",51.92128839999999,7.7357128
3764,4288,"04288, Germany",51.2928924,12.4645518
3765,77833,"77833, Germany",48.6715388,8.0904043
3766,79801,"79801, Germany",47.5882148,8.417782299999999
3767,53940,"53940, Germany",50.439471,6.4344607
3768,47229,"47229, Germany",51.39182599999999,6.7042983
3769,65527,"65527, Germany",50.1652984,8.300862
3770,12587,"12587, Germany",52.461374,13.6406056
3771,89179,"89179, Germany",48.4822712,9.9778216
3772,30982,"30982, Germany",52.2466018,9.7492444
3773,4299,"04299, Germany",51.3200403,12.4260263
3774,96135,"96135, Germany",49.8554252,10.8466822
3775,71720,"71720, Germany",49.0309465,9.3631815
3776,88289,"88289, Germany",47.7578517,9.7184409
3777,88356,"88356, Germany",47.9584649,9.3458028
3778,32694,"32694, Germany",52.0269121,9.0173133
